,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Littleton,US,39.6133,-105.0166,79.74,48,75,4.0,broken clouds
348,Bairiki,KI,1.3292,172.9752,87.8,62,20,9.22,few clouds
349,Anqing,CN,30.5092,117.0506,90.61,59,4,14.54,clear sky
350,Boa Vista,BR,2.8197,-60.6733,76.98,88,0,2.3,clear sky
351,Hervey Bay,AU,-25.2986,152.8535,79.03,76,1,18.84,clear sky
352,Tuatapere,NZ,-46.1333,167.6833,49.82,71,38,4.32,scattered clouds
353,Vallenar,CL,-28.5708,-70.7581,58.48,64,5,0.87,clear sky
354,Keuruu,FI,62.2667,24.7,53.78,91,100,8.46,overcast clouds
355,Varhaug,NO,58.6147,5.6457,52.48,70,37,15.82,scattered clouds
356,Kieta,PG,-6.2167,155.6333,83.23,75,86,5.41,light rain
357,Ouallam,NE,14.3188,2.0866,84.94,58,99,1.45,overcast clouds
358,Aksarka,RU,66.5606,67.7975,63.1,65,29,4.32,scattered clouds
359,Olafsvik,IS,64.8945,-23.7142,52.54,79,100,4.99,overcast clouds
360,Coihaique,CL,-45.5752,-72.0662,37.35,75,0,2.3,clear sky
361,Esmeraldas,BR,-19.7625,-44.3139,59.86,59,49,4.61,scattered clouds
362,Yacuiba,BO,-22.038,-63.6797,54.45,49,99,3.8,overcast clouds
363,Obregon,NI,11.9566,-85.9636,78.89,89,100,5.1,overcast clouds
364,Bulgan,MN,48.8125,103.5347,54.14,91,100,8.59,overcast clouds
365,Jumla,NP,29.2747,82.1838,70.74,79,94,4.05,overcast clouds
366,Geraldton,AU,-28.7667,114.6,62.13,59,0,14.97,clear sky
367,Lishu,CN,43.3047,124.3278,76.19,67,37,5.99,scattered clouds
368,Cartagena Del Chaira,CO,1.3349,-74.8429,67.03,95,100,2.51,overcast clouds
369,Alihe,CN,50.5667,123.7167,72.57,56,100,3.85,overcast clouds
370,Yavatmal,IN,20.4,78.1333,74.48,83,100,12.82,overcast clouds
371,Bismarck,US,46.8083,-100.7837,77.81,44,1,3.0,smoke
372,Brumunddal,NO,60.881,10.9395,46.72,90,96,1.32,overcast clouds
373,Juli,PE,-16.2167,-69.45,37.18,93,96,6.69,overcast clouds
374,Zhigansk,RU,66.7697,123.3711,74.91,35,6,5.37,clear sky
375,Gualaquiza,EC,-3.4,-78.55,57.25,98,76,1.77,broken clouds
376,Khatanga,RU,71.9667,102.5,77.97,40,100,15.57,overcast clouds
377,Sivas,TR,39.7916,37.0019,50.63,100,32,2.3,mist
378,Naryan-Mar,RU,67.6713,53.087,57.9,71,23,5.21,few clouds
379,Shimoda,JP,34.6667,138.95,89.96,74,71,7.36,broken clouds
380,Mayya,RU,61.7333,130.2811,73.72,49,100,7.63,overcast clouds
381,Mokhsogollokh,RU,61.4681,128.9203,65.1,81,100,7.61,overcast clouds
382,Port Lincoln,AU,-34.7333,135.8667,55.36,65,73,18.23,broken clouds
383,Malindi,KE,-3.2175,40.1191,73.56,88,75,0.0,broken clouds
384,Chimore,BO,-16.9833,-65.1333,64.02,61,2,2.46,clear sky
385,Arlit,NE,18.7369,7.3853,88.54,39,98,2.28,overcast clouds
386,Sorong,ID,-0.8833,131.25,86.34,65,56,7.43,broken clouds
387,Eyl,SO,7.9803,49.8164,81.73,53,20,26.35,few clouds
388,Bend,US,44.0582,-121.3153,81.75,45,1,4.61,clear sky
389,Shellbrook,CA,53.2168,-106.4011,72.63,31,100,4.63,overcast clouds
390,Pula,HR,44.8683,13.8481,68.86,82,0,5.75,clear sky
391,Klyuchi,RU,52.2667,79.1667,80.17,39,37,12.17,scattered clouds
392,Port Hardy,CA,50.6996,-127.4199,62.78,67,20,8.05,few clouds
393,Weilburg,DE,50.4833,8.25,57.58,96,71,1.95,broken clouds
394,Manaure,CO,11.7751,-72.4445,82.29,73,100,8.57,overcast clouds
395,Charlestown,AU,-32.95,151.6667,71.69,50,11,3.0,few clouds
396,Sitka,US,57.0531,-135.33,60.69,82,75,3.44,broken clouds
397,Campbell River,CA,50.0163,-125.2446,77.38,57,1,6.91,smoke
398,Hamilton,US,39.1834,-84.5333,67.87,80,1,0.0,clear sky
399,Areka,ET,7.0667,37.7,59.5,88,93,2.17,overcast clouds
400,Aktau,KZ,43.65,51.2,90.18,24,79,8.46,broken clouds
401,Pontianak,ID,-0.0333,109.3333,87.78,70,40,4.61,scattered clouds
402,Faanui,PF,-16.4833,-151.75,78.53,77,35,11.56,scattered clouds
403,Alta Floresta,BR,-9.8756,-56.0861,73.02,45,26,4.63,scattered clouds
404,Kibala,TD,9.1104,18.3463,75.15,88,20,0.0,thunderstorm
405,Talnakh,RU,69.4865,88.3972,79.93,38,99,7.47,overcast clouds
406,Jacareacanga,BR,-6.2222,-57.7528,77.45,58,63,2.82,broken clouds
407,Bambanglipuro,ID,-7.95,110.2833,79.41,80,91,14.32,overcast clouds
408,Le Vauclin,MQ,14.5452,-60.8388,78.84,94,0,3.44,clear sky
409,Ixtapa,MX,20.7,-105.2,81.23,94,90,11.5,overcast clouds
410,Santa Pola,ES,38.1917,-0.5658,74.53,83,0,3.0,clear sky
411,Javanrud,IR,34.7961,46.5172,64.04,42,47,4.05,scattered clouds
412,Grand-Santi,GF,4.25,-54.3833,71.69,99,54,1.88,broken clouds
413,Phalodi,IN,27.1333,72.3667,85.86,61,100,13.11,overcast clouds
414,Turinsk,RU,58.0458,63.696,67.96,76,22,5.75,few clouds
415,Iskateley,RU,67.6803,53.1512,57.78,71,24,5.14,few clouds
416,Poum,NC,-20.2333,164.0167,70.36,66,0,9.24,clear sky
417,San Ramon,US,37.7799,-121.978,75.43,64,1,8.01,clear sky
418,Vardo,NO,70.3705,31.1107,48.4,79,100,7.74,overcast clouds
419,Uyuni,BO,-20.4597,-66.825,41.41,31,99,3.27,overcast clouds
420,Madingou,CG,-4.1536,13.55,71.89,73,54,2.24,broken clouds
421,Magdagachi,RU,53.45,125.8,76.62,48,98,6.58,overcast clouds
422,Sinnamary,GF,5.3833,-52.95,78.19,79,90,5.41,overcast clouds
423,Asau,RO,46.4333,26.4,66.96,75,28,1.81,scattered clouds
424,Praia,CV,14.9215,-23.5087,77.54,83,20,6.91,few clouds
425,Shubarshi,KZ,48.5872,57.1869,89.31,21,4,4.07,clear sky
426,Cam Ranh,VN,11.9214,109.1591,96.76,41,40,5.75,scattered clouds
427,Petauke,ZM,-14.2426,31.3253,59.4,46,0,9.62,clear sky
428,Waipawa,NZ,-41.4122,175.5153,47.03,92,100,21.94,overcast clouds
429,Morondava,MG,-20.2833,44.2833,64.85,62,1,8.21,clear sky
430,Sevenoaks,GB,51.27,0.1928,57.6,96,100,4.9,overcast clouds
431,Namie,JP,37.4833,141.0,94.77,75,96,1.01,overcast clouds
432,Victoria,HK,22.2855,114.1577,89.65,88,99,3.0,overcast clouds
433,Samarai,PG,-10.6167,150.6667,80.02,76,72,13.67,broken clouds
434,Ballina,AU,-28.8667,153.5667,73.58,83,98,10.36,overcast clouds
435,Inuvik,CA,68.3499,-133.7218,52.66,84,90,16.11,overcast clouds
436,Lorengau,PG,-2.0226,147.2712,85.26,70,41,10.29,scattered clouds
437,Raga,SS,8.4596,25.678,66.88,96,81,4.21,broken clouds
438,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,61.39,59,75,8.95,broken clouds
439,Mount Isa,AU,-20.7333,139.5,71.37,20,75,16.11,broken clouds
440,Kapuskasing,CA,49.4169,-82.4331,60.89,94,90,6.91,overcast clouds
441,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.68,73,100,2.37,light rain
442,Lethem,GY,3.3803,-59.7968,72.79,93,88,1.9,overcast clouds
443,Parvatsar,IN,26.8833,74.7667,78.21,86,100,16.42,light rain
444,Nanortalik,GL,60.1432,-45.2371,43.9,97,100,4.79,light rain
445,Bennington,US,42.8781,-73.1968,60.21,88,1,0.0,clear sky
446,Talavera De La Reina,ES,39.9635,-4.8308,65.41,46,4,0.58,clear sky
447,Florida,US,28.7505,-82.5001,80.58,94,90,0.0,overcast clouds
448,Honiara,SB,-9.4333,159.95,81.7,77,65,5.21,broken clouds
449,Buchanan,LR,5.8808,-10.0467,75.92,80,67,3.58,broken clouds
450,Ocampo,MX,21.65,-101.5,58.91,79,58,6.38,broken clouds
451,Sampang,ID,-7.1872,113.2394,85.95,69,18,5.77,few clouds
452,Klaksvik,FO,62.2266,-6.589,49.12,89,100,12.75,overcast clouds
453,Gucheng,CN,35.9115,111.3192,87.15,48,87,7.72,overcast clouds
454,Krasnorechenskiy,RU,44.6265,135.3532,79.59,69,95,4.32,overcast clouds
455,Umm Lajj,SA,25.0213,37.2685,89.2,44,2,4.56,clear sky
456,Asyut,EG,27.181,31.1837,80.78,19,1,2.42,clear sky
457,Macenta,GN,8.5435,-9.471,64.15,100,34,0.72,scattered clouds
458,Svetlogorsk,BY,52.6333,29.7333,57.58,89,25,6.33,scattered clouds
459,Kutum,SD,14.2,24.6667,71.53,73,24,11.41,few clouds
460,San Cristobal Cucho,GT,14.9,-91.7833,58.89,94,89,6.38,overcast clouds
461,Banamba,ML,13.55,-7.45,76.82,81,100,8.12,overcast clouds
462,Evanston,US,42.0411,-87.6901,68.38,74,20,3.44,few clouds
463,Ternate,ID,0.8,127.4,83.82,73,17,9.91,few clouds
464,Yoichi,JP,43.2039,140.7703,90.61,69,87,2.19,overcast clouds
465,Fort Beaufort,ZA,-32.7748,26.6338,52.43,37,0,6.13,clear sky
466,Belaya Gora,RU,68.5333,146.4167,60.87,31,12,10.11,few clouds
467,Namatanai,PG,-3.6667,152.4333,83.71,73,42,5.14,light rain
468,Matara,LK,5.9485,80.5353,82.92,76,100,13.11,overcast clouds
469,Smidovich,RU,48.6,133.8167,84.92,57,43,4.88,scattered clouds
470,Paita,PE,-5.0892,-81.1144,65.01,83,7,10.76,clear sky
471,Mbandaka,CD,0.0487,18.2603,68.97,83,92,3.18,overcast clouds
472,Staryy Nadym,RU,65.6118,72.6842,66.97,55,98,7.16,overcast clouds
473,Koupela,BF,12.1794,-0.3517,76.48,76,100,9.82,light rain
474,Ushtobe,KZ,45.2514,77.9838,92.26,12,99,13.11,overcast clouds
475,Kumluca,TR,36.3703,30.2869,88.23,30,0,9.8,clear sky
476,Turukhansk,RU,65.8167,87.9833,75.58,46,99,9.35,overcast clouds
477,Bridlington,GB,54.0831,-0.1919,56.89,72,63,5.75,broken clouds
478,Poya,NC,-21.35,165.15,74.43,51,0,8.7,clear sky
479,Rabo De Peixe,PT,37.8,-25.5833,65.71,82,20,8.05,few clouds
480,Cacu,BR,-18.5567,-51.1308,63.97,50,6,3.31,clear sky
481,Kaeo,NZ,-35.1,173.7833,58.32,76,46,18.77,scattered clouds
482,Teya,RU,60.3778,92.6267,72.73,49,47,2.95,scattered clouds
483,Bandarbeyla,SO,9.4942,50.8122,81.68,57,86,26.55,overcast clouds
484,Auki,SB,-8.7676,160.7034,82.8,68,86,3.44,overcast clouds
485,Shizunai,JP,42.3339,142.3669,78.55,83,82,5.88,broken clouds
486,Ziro,IN,27.6333,93.8333,61.54,82,100,2.06,overcast clouds
487,Ahipara,NZ,-35.1667,173.1667,55.42,81,33,22.59,scattered clouds
488,Qostanay,KZ,53.1667,63.5833,79.09,53,0,2.24,clear sky
489,Omboue,GA,-1.5746,9.2618,73.76,89,96,4.21,overcast clouds
490,Naze,JP,28.3667,129.4833,85.12,77,63,16.82,broken clouds
491,Buraydah,SA,26.326,43.975,81.05,13,2,8.05,clear sky
492,Nedjo,ET,9.5046,35.5019,56.28,97,100,3.02,light rain
493,Samana,DO,19.2056,-69.3369,76.6,89,51,6.58,broken clouds
494,Alofi,NU,-19.0595,-169.9187,75.09,73,75,6.91,broken clouds
495,Mount Gambier,AU,-37.8333,140.7667,49.91,76,40,19.57,scattered clouds
496,Whitehorse,CA,60.7161,-135.0538,59.77,94,90,13.8,light intensity shower rain
497,Ikot Ekpene,NG,5.1794,7.7108,73.33,95,100,1.74,overcast clouds
498,Codrington,AU,-38.2667,141.9667,51.48,71,74,24.79,broken clouds
499,Qaqortoq,GL,60.7167,-46.0333,46.9,96,100,3.18,light rain
500,Talaya,RU,61.3833,152.75,44.96,59,99,15.68,overcast clouds
501,Adeje,ES,28.1227,-16.726,69.21,78,20,5.75,few clouds
502,Caravelas,BR,-17.7125,-39.2481,65.68,82,27,3.31,scattered clouds
503,Nabire,ID,-3.3667,135.4833,86.9,64,55,4.85,broken clouds
504,Vanimo,PG,-2.6741,141.3028,84.83,77,54,8.25,broken clouds
505,Havelock,US,34.8791,-76.9013,77.94,94,47,8.52,scattered clouds
506,Jaisalmer,IN,26.9147,70.9181,86.34,59,100,16.53,overcast clouds
507,Libreville,GA,0.3925,9.4537,75.22,94,40,5.75,scattered clouds
508,Qesarya,IL,32.5189,34.9046,75.51,65,0,3.13,clear sky
509,Maraa,BR,-1.8333,-65.3667,75.09,69,89,2.46,overcast clouds
510,Kangalassy,RU,62.3464,129.9628,78.49,40,100,10.51,overcast clouds
511,Honningsvag,NO,70.9821,25.9704,49.75,71,40,6.91,scattered clouds
512,Bazarnyye Mataki,RU,54.8833,49.9333,79.11,42,8,9.1,clear sky
513,Hofn,IS,64.2539,-15.2082,52.99,84,100,7.63,overcast clouds
514,Matipo,BR,-20.2839,-42.3411,53.71,83,2,3.18,clear sky
515,Beringovskiy,RU,63.05,179.3167,46.42,94,100,12.48,light rain
516,Leningradskiy,RU,69.3833,178.4167,32.99,99,100,8.7,snow
517,Saint-Georges,GD,12.0564,-61.7485,80.28,89,20,10.36,few clouds
518,Urengoy,RU,65.9667,78.3667,69.93,58,69,13.71,broken clouds
519,Nsanje,MW,-16.92,35.262,55.58,88,0,1.74,clear sky
520,Toledo,ES,39.8333,-4.0,74.08,50,25,1.28,scattered clouds
521,Shinpokh,PK,34.3292,71.1782,85.41,57,4,4.5,clear sky
522,Russell,US,32.3502,-85.1999,73.0,88,75,0.0,light intensity drizzle
523,Mahibadhoo,MV,3.7833,72.9667,81.91,73,99,3.71,overcast clouds
524,Ambalavao,MG,-21.8333,46.9333,53.22,74,0,3.33,clear sky
525,Pochutla,MX,15.7432,-96.4661,75.69,88,100,5.1,overcast clouds
526,Koygorodok,RU,60.445,50.9968,69.31,65,100,6.93,overcast clouds
527,Yuncheng,CN,35.0231,110.9928,88.48,50,47,15.66,scattered clouds
528,Two Rivers,US,44.1539,-87.5693,66.47,80,1,1.01,clear sky
529,Srednekolymsk,RU,67.45,153.6833,55.22,41,13,14.63,few clouds
530,Formosa Do Rio Preto,BR,-11.0483,-45.1931,63.5,66,5,3.13,clear sky
531,Berdigestyakh,RU,62.0989,126.6992,69.37,67,100,7.45,overcast clouds
532,Andenes,NO,69.3143,16.1194,46.38,93,75,9.22,broken clouds
533,Serro,BR,-18.6047,-43.3794,50.04,92,9,1.03,clear sky
534,Waverly,US,42.7392,-84.6208,62.85,83,44,4.47,scattered clouds
535,Mozarlandia,BR,-14.7447,-50.5706,72.46,37,30,5.86,scattered clouds
536,Osmena,PH,10.5208,119.9258,84.7,73,100,12.68,overcast clouds
537,Lucea,JM,18.451,-78.1736,82.26,83,60,8.3,broken clouds
538,Banjar,ID,-8.19,114.9675,80.46,67,19,0.49,few clouds
539,Qujing,CN,25.4833,103.7833,75.9,54,1,4.25,clear sky
540,Aksu,CN,41.1231,80.2644,84.4,21,96,6.24,overcast clouds
541,Santa Ana,US,33.7456,-117.8678,92.44,53,1,1.01,clear sky
542,Puerto Madryn,AR,-42.7692,-65.0385,56.14,44,75,11.79,broken clouds
543,Clarence Town,AU,-32.5833,151.7833,71.82,44,6,13.11,clear sky
544,Mkokotoni,TZ,-5.8767,39.2547,73.56,88,78,8.37,light rain
545,Zheleznodorozhnyy,RU,55.7503,38.0042,66.15,78,21,9.22,few clouds
546,Rincon,US,32.296,-81.2354,76.91,97,75,8.05,broken clouds
547,Leh,IN,34.1667,77.5833,64.31,43,9,5.77,clear sky
548,Belturbet,IE,54.1,-7.45,51.62,99,84,0.74,broken clouds
549,Santa Cruz,BO,-17.8,-63.1667,65.66,42,0,8.05,clear sky
550,Bahia De Caraquez,EC,-0.6,-80.4167,73.58,87,84,6.29,broken clouds
551,Wainwright,CA,52.839,-110.8572,76.28,35,100,5.95,light rain
552,Alugan,PH,12.2188,125.4808,92.59,52,100,9.19,overcast clouds
553,Xuddur,SO,4.1213,43.8894,69.73,77,98,16.75,overcast clouds
554,Perelyub,RU,51.8667,50.3667,86.11,30,5,7.58,clear sky
555,Kiunga,PG,-6.1219,141.2906,83.46,66,99,1.43,overcast clouds
556,Impfondo,CG,1.6381,18.0667,69.12,89,74,1.57,broken clouds
557,Tynda,RU,55.1667,124.7167,68.74,70,94,8.43,overcast clouds
558,Taltal,CL,-25.4,-70.4833,57.76,78,5,1.99,clear sky
559,Usinsk,RU,65.9939,57.5281,63.79,75,8,6.49,clear sky
560,Huautla,MX,21.0333,-98.2833,72.73,89,91,4.7,overcast clouds
561,Mecca,SA,21.4267,39.8261,88.86,47,79,5.84,broken clouds
562,Muncar,ID,-8.4333,114.3333,79.9,82,65,7.05,broken clouds
563,Canmore,CA,51.0834,-115.3521,66.31,94,96,4.61,overcast clouds
564,Pastavy,BY,55.1168,26.8326,54.68,88,36,12.1,scattered clouds
565,Erenhot,CN,43.6475,111.9767,81.97,31,100,23.38,overcast clouds
566,Pareora,NZ,-44.4871,171.2132,51.19,39,87,18.28,overcast clouds
567,Novo Aripuana,BR,-5.1206,-60.3797,73.92,68,73,2.86,broken clouds
568,Oksfjord,NO,70.2396,22.3479,49.12,76,90,3.36,overcast clouds
569,Tonota,BW,-21.4833,27.4833,52.11,90,9,14.65,clear sky
570,Mubi,NG,10.2676,13.2644,71.33,92,96,3.83,overcast clouds
571,Ahuimanu,US,21.4447,-157.8378,87.51,59,40,17.27,scattered clouds
572,Binzhou,CN,37.3667,118.0167,84.25,61,27,3.44,light rain
573,Kushima,JP,31.4583,131.2333,89.11,64,76,10.33,broken clouds
574,Vanavara,RU,60.34,102.2797,62.46,83,100,2.33,overcast clouds
575,Marsabit,KE,2.3284,37.9899,58.3,74,87,15.3,overcast clouds
576,Guarapari,BR,-20.6667,-40.4975,58.89,82,1,5.1,clear sky
577,Portland,US,45.5234,-122.6762,84.88,55,20,1.01,few clouds
578,La Palma,US,33.8464,-118.0467,95.32,55,1,3.0,clear sky
579,Khandyga,RU,62.6667,135.6,79.66,29,60,4.36,broken clouds
580,Hobe Sound,US,27.0595,-80.1364,82.94,84,1,0.0,clear sky
581,Surt,LY,31.2089,16.5887,81.7,72,0,6.26,clear sky
582,Promyshlennaya,RU,54.9159,85.6385,70.75,71,38,8.03,scattered clouds
583,Senanga,ZM,-16.1167,23.2667,51.76,56,0,4.56,clear sky
584,Corbelia,BR,-24.7989,-53.3067,48.54,74,0,5.68,clear sky
585,Santa Marta De Tormes,ES,40.9506,-5.6272,55.42,74,0,2.3,clear sky
586,Shingu,JP,33.7333,135.9833,80.91,83,87,4.63,light rain
587,Ambilobe,MG,-13.2,49.05,67.6,82,0,2.82,clear sky
588,Minnedosa,CA,50.2453,-99.8436,64.96,32,91,5.88,overcast clouds
589,Cairns,AU,-16.9167,145.7667,88.95,53,19,5.75,few clouds
590,Dois Vizinhos,BR,-25.7336,-53.0572,44.55,83,0,2.84,clear sky
591,Trebisacce,IT,39.8708,16.5312,78.98,29,22,4.41,few clouds
592,Boffa,GN,10.1667,-14.0333,73.4,92,25,3.96,scattered clouds
593,Tigre,AR,-34.426,-58.5796,53.6,94,0,5.75,clear sky
594,Biak,ID,-0.9131,122.8766,83.59,65,31,7.92,scattered clouds
595,Newark,US,40.7357,-74.1724,75.11,59,20,4.61,few clouds
596,Liwale,TZ,-9.7667,37.9333,62.62,91,56,2.91,broken clouds
597,Port Macquarie,AU,-31.4333,152.9167,71.56,53,80,7.63,broken clouds
598,Ranong,TH,9.9658,98.6348,76.93,83,100,14.83,light rain
599,Kashary,RU,49.04,41.0056,80.94,40,29,1.57,light rain
600,Marfino,RU,55.7028,37.3822,65.88,88,75,8.95,broken clouds
601,Udachnyy,RU,66.4167,112.4,80.74,29,94,18.37,overcast clouds
602,Maceio,BR,-9.6658,-35.7353,71.04,94,75,5.75,broken clouds
603,Rundu,NA,-17.9333,19.7667,50.34,47,0,5.5,clear sky
604,College,US,64.8569,-147.8028,87.75,38,20,3.44,few clouds
605,Jiuquan,CN,39.7432,98.5174,79.7,15,6,8.21,clear sky
606,Conde,BR,-7.2597,-34.9075,71.06,100,75,6.91,broken clouds
607,Balikpapan,ID,-1.2675,116.8289,77.99,100,40,3.44,moderate rain
608,Le Passage,FR,44.2014,0.6028,62.74,88,90,3.44,overcast clouds
609,Husavik,IS,66.0449,-17.3389,49.91,89,97,4.07,overcast clouds
610,Miri,MY,4.4148,114.0089,86.14,66,40,9.22,scattered clouds
611,Neryungri,RU,56.6709,124.6491,63.81,74,97,10.42,overcast clouds
612,Pacifica,US,37.6138,-122.4869,73.0,83,75,1.01,broken clouds
613,Khandbari,NP,27.3747,87.2039,80.83,78,99,1.23,overcast clouds
614,Kholtoson,RU,50.2981,103.3097,52.5,98,100,3.04,light rain
615,Zabol,AF,32.25,67.25,81.52,10,0,4.54,clear sky
616,Zhangjiakou,CN,40.81,114.8794,78.06,62,97,4.97,overcast clouds
617,Sakaiminato,JP,35.55,133.2333,94.93,58,75,9.22,broken clouds
618,Front Royal,US,38.9182,-78.1944,66.88,81,1,0.0,clear sky
619,Egvekinot,RU,66.3167,-179.1667,35.56,93,100,13.11,moderate rain
620,Sur,OM,22.5667,59.5289,90.0,53,53,7.23,broken clouds
621,Dicabisagan,PH,17.0818,122.4157,88.88,65,100,4.52,overcast clouds
622,Cameta,BR,-2.2444,-49.4958,75.38,68,39,1.16,scattered clouds
623,Shevchenkove,UA,49.6959,37.1735,69.58,83,96,4.47,light rain
624,Talcahuano,CL,-36.7167,-73.1167,49.68,93,0,6.91,clear sky
625,Flinders,AU,-34.5833,150.8552,64.18,51,3,11.99,clear sky
626,Tiznit,MA,29.5833,-9.5,64.36,78,4,0.09,clear sky
627,Bogotol,RU,56.2078,89.5342,69.08,69,85,5.1,overcast clouds
628,Dunedin,NZ,-45.8742,170.5036,47.8,63,57,18.01,broken clouds
629,Graham,US,47.0529,-122.2943,79.92,51,1,0.0,clear sky
630,Laguna,US,38.421,-121.4238,91.24,33,1,8.05,clear sky
631,Gazojak,TM,41.1875,61.4036,93.9,14,1,14.56,clear sky
632,Portage,US,41.1667,-81.1998,62.38,77,1,0.0,clear sky
633,General Roca,AR,-39.0333,-67.5833,39.6,28,28,5.86,scattered clouds
634,Clarksburg,US,39.2807,-80.3445,63.3,86,40,0.0,scattered clouds
635,Greytown,ZA,-29.0642,30.5928,43.7,98,39,3.09,scattered clouds
636,Stari Bohorodchany,UA,48.8336,24.5243,58.26,85,38,2.39,scattered clouds
637,Unhel,IN,23.3333,75.5667,73.83,90,100,16.75,light rain
638,Gat,IL,31.61,34.7642,83.39,50,0,2.33,clear sky
639,Nantai,CN,40.9241,122.8044,81.55,68,84,2.39,light rain
640,Svetlyy,RU,54.675,20.1347,59.05,83,56,16.78,broken clouds
641,Strezhevoy,RU,60.7333,77.5889,62.58,94,100,3.18,overcast clouds
642,Priboj,BA,44.6028,18.9314,61.99,81,36,2.26,scattered clouds
643,Playa Vicente,MX,17.8333,-95.8167,76.23,93,99,2.59,overcast clouds
644,Balclutha,NZ,-46.2339,169.75,49.6,58,22,5.17,few clouds
645,Great Falls,US,47.5002,-111.3008,74.59,74,90,1.99,overcast clouds
646,Ialibu,PG,-6.2821,143.9935,68.63,85,99,3.11,overcast clouds
647,Vanderhoof,CA,54.0166,-124.0198,67.44,73,48,4.34,scattered clouds
648,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,47.98,96,2,4.25,clear sky
649,Gao,ML,16.6362,1.637,80.35,62,94,15.08,overcast clouds
650,Westport,US,41.1415,-73.3579,73.54,85,75,1.99,broken clouds
651,Whitecourt,CA,54.1502,-115.6855,67.24,88,90,8.05,smoke
652,Keti Bandar,PK,24.1447,67.4497,82.29,78,100,20.09,overcast clouds
653,Darnah,LY,32.767,22.6367,83.86,59,0,16.04,clear sky
654,Zhurivka,UA,50.5028,31.7849,58.98,80,15,6.67,few clouds
655,Cotonou,BJ,6.3654,2.4183,76.44,91,100,9.75,light rain
656,Mandalgovi,MN,45.7625,106.2708,57.11,71,100,17.83,overcast clouds
657,Pushkino,RU,56.0172,37.8667,66.0,82,16,4.0,few clouds
658,Parnamirim,BR,-5.9156,-35.2628,71.94,100,75,8.05,broken clouds
659,Harlingen,US,26.1906,-97.6961,85.32,92,1,10.36,clear sky
660,Cukai,MY,4.25,103.4167,87.94,66,100,4.88,overcast clouds
661,Kresek,ID,-6.1314,106.3797,89.71,61,27,4.18,scattered clouds
662,Mayo,US,38.8876,-76.5119,69.78,89,1,0.0,clear sky
663,Fairbanks,US,64.8378,-147.7164,87.76,40,1,5.75,clear sky
664,Vuktyl,RU,63.8567,57.3094,62.6,84,36,5.97,scattered clouds
665,Phuket,TH,8.0,98.25,86.22,74,40,16.11,light rain
666,Muzhi,RU,65.3667,64.6667,64.87,63,20,2.17,few clouds
667,Poronaysk,RU,49.2167,143.1167,63.59,70,29,10.31,scattered clouds
668,Mugur-Aksy,RU,50.35,90.5,64.76,38,7,3.13,clear sky
669,Bijapur,IN,16.8333,75.7,75.18,75,100,19.39,overcast clouds
670,Le Port,RE,-20.9373,55.2919,68.0,66,0,3.27,clear sky
671,San Cristobal,VE,7.7669,-72.225,63.84,97,96,4.21,overcast clouds
672,Mackay,AU,-21.15,149.2,82.69,50,3,10.36,clear sky
673,Chhuikhadan,IN,21.5333,80.9833,77.13,81,100,9.1,overcast clouds
674,Blyth,GB,55.1271,-1.5086,50.47,95,17,3.44,few clouds
675,Halifax,CA,44.6453,-63.5724,57.25,91,47,2.3,scattered clouds
676,Buala,SB,-8.145,159.5921,80.96,79,83,5.21,light rain
677,Jijiga,ET,9.35,42.8,59.79,83,53,17.98,broken clouds
678,Bedford,GB,52.1346,-0.4663,56.79,95,52,3.4,broken clouds
679,Esfahan,IR,32.6572,51.6776,69.44,15,45,3.42,scattered clouds
680,Imbituba,BR,-28.24,-48.6703,57.81,90,62,8.79,broken clouds
681,General Pico,AR,-35.6566,-63.7568,46.51,58,0,8.99,clear sky
