City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
215,Gonen,TR,2021-07-30 03:28:21,40.1049,27.654,75.16,51,0,2.68
216,Nuuk,GL,2021-07-30 03:28:22,64.1835,-51.7216,45.21,93,4,8.05
217,Lorengau,PG,2021-07-30 03:28:22,-2.0226,147.2712,85.39,68,31,5.1
218,Bileca,BA,2021-07-30 03:28:22,42.8719,18.4297,71.49,31,0,5.01
219,Pacific Grove,US,2021-07-30 03:24:12,36.6177,-121.9166,78.03,89,75,1.99
220,Celestun,MX,2021-07-30 03:28:23,20.8667,-90.4,82.53,74,24,16.71
221,Sal Rei,CV,2021-07-30 03:28:23,16.1833,-22.9167,75.76,78,88,11.21
222,Truckee,US,2021-07-30 03:28:23,39.328,-120.1833,76.77,51,1,4.61
223,Dunedin,NZ,2021-07-30 03:28:24,-45.8742,170.5036,48.79,83,75,18.99
224,Sotnikovo,RU,2021-07-30 03:28:24,51.8845,107.4791,62.69,77,75,8.95
225,Turukhansk,RU,2021-07-30 03:23:40,65.8167,87.9833,64.06,69,100,12.06
226,Vostok,RU,2021-07-30 03:28:25,46.4856,135.8833,73.13,81,100,2.37
227,Rochegda,RU,2021-07-30 03:28:25,62.8,43.25,56.91,97,99,0.83
228,Camacha,PT,2021-07-30 03:28:25,33.0833,-16.3333,67.42,68,20,9.22
229,Harrismith,ZA,2021-07-30 03:28:26,-28.2728,29.1295,36.99,94,30,1.57
230,Zakamensk,RU,2021-07-30 03:28:26,50.3741,103.2863,61.79,67,88,5.21
231,Kavaratti,IN,2021-07-30 03:28:26,10.5669,72.642,82.36,76,99,15.77
232,Puri,IN,2021-07-30 03:28:27,19.8,85.85,82.38,75,100,19.28
233,Bubaque,GW,2021-07-30 03:28:27,11.2833,-15.8333,78.33,85,100,13.87
234,San Andres Semetabaj,GT,2021-07-30 03:28:27,14.75,-91.1333,60.42,97,100,5.97
235,Haines Junction,CA,2021-07-30 03:28:27,60.7522,-137.5108,66.15,45,34,8.05
236,Sao Miguel Do Araguaia,BR,2021-07-30 03:28:28,-13.275,-50.1628,67.75,31,0,7.4
237,Portland,US,2021-07-30 03:25:50,45.5234,-122.6762,91.98,32,20,1.01
238,Tessalit,ML,2021-07-30 03:28:28,20.1986,1.0114,85.6,42,45,3.69
239,Ballina,AU,2021-07-30 03:28:28,-28.8667,153.5667,69.84,40,1,5.75
240,Verkhnevilyuysk,RU,2021-07-30 03:28:29,63.4453,120.3167,75.11,30,62,3.67
241,Gelibolu,TR,2021-07-30 03:28:29,40.4103,26.6708,67.86,58,0,7.0
242,Vila Velha,BR,2021-07-30 03:28:30,-20.3297,-40.2925,64.35,63,75,13.8
243,Sao Filipe,CV,2021-07-30 03:28:30,14.8961,-24.4956,74.89,79,52,6.17
244,Elizabeth City,US,2021-07-30 03:28:30,36.2946,-76.2511,84.25,88,1,4.0
245,Lovozero,RU,2021-07-30 03:28:30,68.005,35.0117,47.3,76,100,5.46
246,Two Hills,CA,2021-07-30 03:28:31,53.7169,-111.7518,73.89,60,4,4.61
247,Bambous Virieux,MU,2021-07-30 03:28:31,-20.3428,57.7575,68.22,88,75,16.11
248,Borogontsy,RU,2021-07-30 03:28:31,62.6683,131.1683,71.71,40,30,5.39
249,Alofi,NU,2021-07-30 03:28:32,-19.0595,-169.9187,76.89,78,75,9.22
250,Sinazongwe,ZM,2021-07-30 03:28:32,-17.2614,27.4618,59.02,62,56,7.31
251,Beringovskiy,RU,2021-07-30 03:28:32,63.05,179.3167,42.1,91,100,10.02
252,Puerto Colombia,CO,2021-07-30 03:28:33,10.9878,-74.9547,80.69,88,38,19.39
253,North Bend,US,2021-07-30 03:23:58,43.4065,-124.2243,62.85,97,90,12.66
254,Northam,GB,2021-07-30 03:28:33,51.0333,-4.2167,60.66,95,92,19.42
255,Gat,IL,2021-07-30 03:28:34,31.61,34.7642,77.4,81,0,5.26
256,Honningsvag,NO,2021-07-30 03:28:34,70.9821,25.9704,44.13,82,100,11.45
257,Lappeenranta,FI,2021-07-30 03:28:34,61.0587,28.1887,60.85,94,75,4.61
258,Virginia Beach,US,2021-07-30 03:28:35,36.8529,-75.978,84.25,77,75,11.5
259,Ust-Nera,RU,2021-07-30 03:28:35,64.5667,143.2,58.12,45,7,3.85
260,Sturgeon Falls,CA,2021-07-30 03:28:35,46.3646,-79.9326,58.96,87,57,16.04
261,Salalah,OM,2021-07-30 03:28:36,17.0151,54.0924,77.09,94,90,9.22
262,Alice Springs,AU,2021-07-30 03:28:36,-23.7,133.8833,87.35,13,0,26.46
263,Mae Sot,TH,2021-07-30 03:28:37,16.7167,98.5667,75.15,100,90,0.0
264,Hamilton,US,2021-07-30 03:28:37,39.1834,-84.5333,80.01,87,38,1.01
265,Quatre Cocos,MU,2021-07-30 03:28:37,-20.2078,57.7625,68.09,72,96,20.8
266,Opuwo,NA,2021-07-30 03:23:49,-18.0607,13.84,55.26,27,5,10.78
267,Muros,ES,2021-07-30 03:28:38,42.7762,-9.0603,63.99,87,80,3.38
268,Yukamenskoye,RU,2021-07-30 03:28:38,57.8865,52.2416,60.22,94,100,8.86
269,Churapcha,RU,2021-07-30 03:28:38,62.0025,132.4325,72.16,27,9,10.16
270,Asau,RO,2021-07-30 03:28:39,46.4333,26.4,64.4,95,0,3.49
271,Shahkot,IN,2021-07-30 03:28:39,31.0775,75.3372,77.76,94,95,5.93
272,Saint-Joseph,RE,2021-07-30 03:28:39,-21.3667,55.6167,68.38,82,59,15.7
273,Navirai,BR,2021-07-30 03:28:40,-23.065,-54.1906,38.93,60,46,4.25
274,Egvekinot,RU,2021-07-30 03:28:40,66.3167,-179.1667,34.79,97,100,3.47
275,Port Augusta,AU,2021-07-30 03:28:40,-32.5,137.7667,72.72,37,99,25.26
276,Alexandria,EG,2021-07-30 03:28:41,31.2156,29.9553,78.76,83,0,6.91
277,Thinadhoo,MV,2021-07-30 03:28:41,0.5333,72.9333,81.34,76,100,6.85
278,Netrakona,BD,2021-07-30 03:28:41,24.8833,90.7167,80.22,86,100,14.05
279,Moorhead,US,2021-07-30 03:28:42,46.8739,-96.7676,74.98,54,1,4.61
280,Tasiilaq,GL,2021-07-30 03:28:42,65.6145,-37.6368,44.76,74,35,4.88
281,Sawakin,SD,2021-07-30 03:28:42,19.1059,37.3321,90.48,52,65,4.76
282,Mbeya,TZ,2021-07-30 03:26:42,-8.9,33.45,50.07,89,28,7.02
283,Jawhar,SO,2021-07-30 03:28:43,2.7809,45.5005,71.74,83,100,10.92
284,Acapulco,MX,2021-07-30 03:28:43,16.8634,-99.8901,80.85,82,99,1.19
285,Hovd,MN,2021-07-30 03:28:43,48.0056,91.6419,69.22,36,94,5.3
286,Aklavik,CA,2021-07-30 03:28:44,68.2191,-135.0107,67.03,57,100,4.83
287,Carrick-On-Suir,IE,2021-07-30 03:28:44,52.3492,-7.4131,56.07,96,100,11.43
288,Saskylakh,RU,2021-07-30 03:28:44,71.9167,114.0833,85.03,36,14,5.84
289,Dalgopol,BG,2021-07-30 03:28:44,43.05,27.35,75.92,56,3,0.58
290,Dargaville,NZ,2021-07-30 03:28:45,-35.9333,173.8833,62.67,70,91,10.31
291,Abu Dhabi,AE,2021-07-30 03:28:45,24.4667,54.3667,91.51,79,98,4.61
292,Mocuba,MZ,2021-07-30 03:28:45,-16.8392,36.9856,58.59,96,36,1.59
